HGNC ID	Approved symbol	Approved name	Locus type	NCBI Gene ID(supplied by NCBI)
HGNC:19419	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	gene with protein product	222537
HGNC:14178	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6	gene with protein product	64711
HGNC:5201	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	gene with protein product	9394
HGNC:31835	HS6ST1P1	heparan sulfate 6-O-sulfotransferase 1 pseudogene 1	pseudogene	388605
HGNC:19133	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	gene with protein product	90161
HGNC:40870	HS6ST2-AS1	HS6ST2 antisense RNA 1	RNA, long non-coding	100874102
HGNC:19134	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	gene with protein product	266722
HGNC:5203	HSBP1	heat shock factor binding protein 1	gene with protein product	3281
HGNC:37243	HSBP1L1	heat shock factor binding protein 1 like 1	gene with protein product	440498
HGNC:20053	HSBP1P1	heat shock factor binding protein 1 pseudogene 1	pseudogene	326296
HGNC:37300	HSBP1P2	heat shock factor binding protein 1 pseudogene 2	pseudogene	100288483
HGNC:28913	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone	gene with protein product	150274
HGNC:5217	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	gene with protein product	3283
HGNC:5218	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	gene with protein product	3284
HGNC:18324	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	gene with protein product	80270
HGNC:5219	HSD3BP1	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 1	pseudogene	391076
HGNC:5220	HSD3BP2	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 2	pseudogene	440606
HGNC:5221	HSD3BP3	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 3	pseudogene	441900
HGNC:5222	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4	pseudogene	128102
HGNC:5223	HSD3BP5	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 5	pseudogene	391081
HGNC:5208	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	gene with protein product	3290
HGNC:54053	HSD11B1-AS1	HSD11B1 antisense RNA 1	RNA, long non-coding	101930114
HGNC:30419	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	gene with protein product	374875
HGNC:5209	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2	gene with protein product	3291
HGNC:5210	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	gene with protein product	3292
HGNC:5216	HSD17B1P1	hydroxysteroid 17-beta dehydrogenase 1 pseudogene 1	pseudogene	643646
HGNC:5211	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	gene with protein product	3294
HGNC:5212	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	gene with protein product	3293
HGNC:53136	HSD17B3-AS1	HSD17B3 antisense RNA 1	RNA, long non-coding	105376162
HGNC:5213	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	gene with protein product	3295
HGNC:23316	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	gene with protein product	8630
HGNC:5215	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	gene with protein product	51478
HGNC:18689	HSD17B7P1	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 1	pseudogene	148818
HGNC:28120	HSD17B7P2	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2	pseudogene	158160
HGNC:3554	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	gene with protein product	7923
HGNC:4800	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	gene with protein product	3028
HGNC:22960	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	gene with protein product	51170
HGNC:18646	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	gene with protein product	51144
HGNC:18685	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13	gene with protein product	345275
HGNC:23238	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	gene with protein product	51171
HGNC:16475	HSDL1	hydroxysteroid dehydrogenase like 1	gene with protein product	83693
HGNC:18572	HSDL2	hydroxysteroid dehydrogenase like 2	gene with protein product	84263
HGNC:5224	HSF1	heat shock transcription factor 1	gene with protein product	3297
HGNC:5225	HSF2	heat shock transcription factor 2	gene with protein product	3298
HGNC:5226	HSF2BP	heat shock transcription factor 2 binding protein	gene with protein product	11077
HGNC:5227	HSF4	heat shock transcription factor 4	gene with protein product	3299
HGNC:26862	HSF5	heat shock transcription factor 5	gene with protein product	124535
HGNC:29603	HSFX1	heat shock transcription factor family, X-linked 1	gene with protein product	100506164
HGNC:32701	HSFX2	heat shock transcription factor family, X-linked 2	gene with protein product	100130086
HGNC:52395	HSFX3	heat shock transcription factor family, X-linked member 3	gene with protein product	101928917
HGNC:52398	HSFX4	heat shock transcription factor family, X-linked member 4	gene with protein product	101927685
HGNC:18568	HSFY1	heat shock transcription factor Y-linked 1	gene with protein product	86614
HGNC:1846	HSFY1P1	HSFY1 pseudogene 1	pseudogene	27437
HGNC:23950	HSFY2	heat shock transcription factor Y-linked 2	gene with protein product	159119
HGNC:37119	HSFY3P	heat shock transcription factor Y-linked 3, pseudogene	pseudogene	442479
HGNC:37721	HSFY4P	heat shock transcription factor Y-linked 4, pseudogene	pseudogene	643987
HGNC:38789	HSFY5P	heat shock transcription factor Y-linked 5, pseudogene	pseudogene	106478934
HGNC:38790	HSFY6P	heat shock transcription factor Y-linked 6, pseudogene	pseudogene	106480722
HGNC:38791	HSFY7P	heat shock transcription factor Y-linked 7, pseudogene	pseudogene	106478935
HGNC:38792	HSFY8P	heat shock transcription factor Y-linked 8, pseudogene	pseudogene	106480723
HGNC:24920	HSH2D	hematopoietic SH2 domain containing	gene with protein product	84941
HGNC:5253	HSP90AA1	heat shock protein 90 alpha family class A member 1	gene with protein product	3320
HGNC:5256	HSP90AA2P	heat shock protein 90 alpha family class A member 2, pseudogene	pseudogene	3324
HGNC:5254	HSP90AA3P	heat shock protein 90 alpha family class A member 3, pseudogene	pseudogene	3322
HGNC:5255	HSP90AA4P	heat shock protein 90 alpha family class A member 4, pseudogene	pseudogene	3323
HGNC:32535	HSP90AA5P	heat shock protein 90 alpha family class A member 5, pseudogene	pseudogene	730211
HGNC:32536	HSP90AA6P	heat shock protein 90 alpha family class A member 6, pseudogene	pseudogene	441051
HGNC:5258	HSP90AB1	heat shock protein 90 alpha family class B member 1	gene with protein product	3326
HGNC:32537	HSP90AB2P	heat shock protein 90 alpha family class B member 2, pseudogene	pseudogene	391634
HGNC:5259	HSP90AB3P	heat shock protein 90 alpha family class B member 3, pseudogene	pseudogene	3327
HGNC:32538	HSP90AB4P	heat shock protein 90 alpha family class B member 4, pseudogene	pseudogene	664618
HGNC:32539	HSP90AB5P	heat shock protein 90 alpha family class B member 5, pseudogene	pseudogene	442083
HGNC:32540	HSP90AB6P	heat shock protein 90 alpha family class B member 6, pseudogene	pseudogene	541611
HGNC:44701	HSP90AB7P	heat shock protein 90 alpha family class B member 7, pseudogene	pseudogene	644495
HGNC:12028	HSP90B1	heat shock protein 90 beta family member 1	gene with protein product	7184
HGNC:12099	HSP90B2P	heat shock protein 90 beta family member 2, pseudogene	pseudogene	7190
HGNC:12100	HSP90B3P	heat shock protein 90 beta family member 3, pseudogene	pseudogene	343477
HGNC:5232	HSPA1A	heat shock protein family A (Hsp70) member 1A	gene with protein product	3303
HGNC:5233	HSPA1B	heat shock protein family A (Hsp70) member 1B	gene with protein product	3304
HGNC:5234	HSPA1L	heat shock protein family A (Hsp70) member 1 like	gene with protein product	3305
HGNC:5235	HSPA2	heat shock protein family A (Hsp70) member 2	gene with protein product	3306
HGNC:5237	HSPA4	heat shock protein family A (Hsp70) member 4	gene with protein product	3308
HGNC:17041	HSPA4L	heat shock protein family A (Hsp70) member 4 like	gene with protein product	22824
HGNC:5238	HSPA5	heat shock protein family A (Hsp70) member 5	gene with protein product	3309
HGNC:54532	HSPA5P1	HSPA5 pseudogene 1	pseudogene	400750
HGNC:5239	HSPA6	heat shock protein family A (Hsp70) member 6	gene with protein product	3310
HGNC:5240	HSPA7	heat shock protein family A (Hsp70) member 7	pseudogene	3311
HGNC:5241	HSPA8	heat shock protein family A (Hsp70) member 8	gene with protein product	3312
HGNC:5245	HSPA8P1	heat shock protein family A (Hsp70) member 8 pseudogene 1	pseudogene	3314
HGNC:39806	HSPA8P2	heat shock protein family A (Hsp70) member 8 pseudogene 2	pseudogene	100420133
HGNC:44918	HSPA8P3	heat shock protein family A (Hsp70) member 8 pseudogene 3	pseudogene	100420143
HGNC:44919	HSPA8P4	heat shock protein family A (Hsp70) member 8 pseudogene 4	pseudogene	100420028
HGNC:44920	HSPA8P5	heat shock protein family A (Hsp70) member 8 pseudogene 5	pseudogene	399988
HGNC:44921	HSPA8P6	heat shock protein family A (Hsp70) member 8 pseudogene 6	pseudogene	130195
HGNC:44922	HSPA8P7	heat shock protein family A (Hsp70) member 8 pseudogene 7	pseudogene	100420080
HGNC:44923	HSPA8P8	heat shock protein family A (Hsp70) member 8 pseudogene 8	pseudogene	100287551
HGNC:44924	HSPA8P9	heat shock protein family A (Hsp70) member 8 pseudogene 9	pseudogene	402143
HGNC:44925	HSPA8P10	heat shock protein family A (Hsp70) member 8 pseudogene 10	pseudogene	100420004
HGNC:44926	HSPA8P11	heat shock protein family A (Hsp70) member 8 pseudogene 11	pseudogene	392209
HGNC:44927	HSPA8P12	heat shock protein family A (Hsp70) member 8 pseudogene 12	pseudogene	100420038
HGNC:44928	HSPA8P13	heat shock protein family A (Hsp70) member 8 pseudogene 13	pseudogene	106480803
HGNC:44929	HSPA8P14	heat shock protein family A (Hsp70) member 8 pseudogene 14	pseudogene	642580
HGNC:44930	HSPA8P15	heat shock protein family A (Hsp70) member 8 pseudogene 15	pseudogene	100420051
HGNC:44931	HSPA8P16	heat shock protein family A (Hsp70) member 8 pseudogene 16	pseudogene	100289643
HGNC:44932	HSPA8P17	heat shock protein family A (Hsp70) member 8 pseudogene 17	pseudogene	100533658
HGNC:44933	HSPA8P18	heat shock protein family A (Hsp70) member 8 pseudogene 18	pseudogene	402125
HGNC:44935	HSPA8P19	heat shock protein family A (Hsp70) member pseudogene 19	pseudogene	100420049
HGNC:44936	HSPA8P20	heat shock protein family A (Hsp70) member 8 pseudogene 20	pseudogene	100129231
HGNC:5244	HSPA9	heat shock protein family A (Hsp70) member 9	gene with protein product	3313
HGNC:24915	HSPA9P1	heat shock protein family A (Hsp70) member 9 pseudogene 1	pseudogene	266724
HGNC:31733	HSPA9P2	heat shock protein family A (Hsp70) member 9 pseudogene 2	pseudogene	100873903
HGNC:19022	HSPA12A	heat shock protein family A (Hsp70) member 12A	gene with protein product	259217
HGNC:16193	HSPA12B	heat shock protein family A (Hsp70) member 12B	gene with protein product	116835
HGNC:11375	HSPA13	heat shock protein family A (Hsp70) member 13	gene with protein product	6782
HGNC:29526	HSPA14	heat shock protein family A (Hsp70) member 14	gene with protein product	51182
HGNC:5246	HSPB1	heat shock protein family B (small) member 1	gene with protein product	3315
HGNC:5251	HSPB1P1	heat shock protein family B (small) member 1 pseudogene 1	pseudogene	653553
HGNC:5252	HSPB1P2	heat shock protein family B (small) member 1 pseudogene 2	pseudogene	653364
HGNC:5247	HSPB2	heat shock protein family B (small) member 2	gene with protein product	3316
HGNC:41996	HSPB2-C11orf52	HSPB2-C11orf52 readthrough (NMD candidate)	readthrough	100528019
HGNC:5248	HSPB3	heat shock protein family B (small) member 3	gene with protein product	8988
HGNC:26511	HSPB6	heat shock protein family B (small) member 6	gene with protein product	126393
HGNC:5249	HSPB7	heat shock protein family B (small) member 7	gene with protein product	27129
HGNC:30171	HSPB8	heat shock protein family B (small) member 8	gene with protein product	26353
HGNC:30589	HSPB9	heat shock protein family B (small) member 9	gene with protein product	94086
HGNC:25019	HSPB11	heat shock protein family B (small) member 11	gene with protein product	51668
HGNC:16389	HSPBAP1	HSPB1 associated protein 1	gene with protein product	79663
HGNC:24989	HSPBP1	HSPA (Hsp70) binding protein 1	gene with protein product	23640
HGNC:5261	HSPD1	heat shock protein family D (Hsp60) member 1	gene with protein product	3329
HGNC:35133	HSPD1P1	heat shock protein family D (Hsp60) member 1 pseudogene 1	pseudogene	643300
HGNC:5263	HSPD1P2	heat shock protein family D (Hsp60) member 1 pseudogene 2	pseudogene	645808
HGNC:5264	HSPD1P3	heat shock protein family D (Hsp60) member 1 pseudogene 3	pseudogene	3332
HGNC:35146	HSPD1P4	heat shock protein family D (Hsp60) member 1 pseudogene 4	pseudogene	644745
HGNC:5266	HSPD1P5	heat shock protein family D (Hsp60) member 1 pseudogene 5	pseudogene	345041
HGNC:5267	HSPD1P6	heat shock protein family D (Hsp60) member 1 pseudogene 6	pseudogene	645548
HGNC:5268	HSPD1P7	heat shock protein family D (Hsp60) member 1 pseudogene 7	pseudogene	54047
HGNC:35145	HSPD1P8	heat shock protein family D (Hsp60) member 1 pseudogene 8	pseudogene	647298
HGNC:35132	HSPD1P9	heat shock protein family D (Hsp60) member 1 pseudogene 9	pseudogene	646910
HGNC:35131	HSPD1P10	heat shock protein family D (Hsp60) member 1 pseudogene 10	pseudogene	644016
HGNC:35142	HSPD1P11	heat shock protein family D (Hsp60) member 1 pseudogene 11	pseudogene	100359396
HGNC:35140	HSPD1P12	heat shock protein family D (Hsp60) member 1 pseudogene 12	pseudogene	283320
HGNC:35138	HSPD1P13	heat shock protein family D (Hsp60) member 1 pseudogene 13	pseudogene	100462987
HGNC:35143	HSPD1P14	heat shock protein family D (Hsp60) member 1 pseudogene 14	pseudogene	100287140
HGNC:35130	HSPD1P15	heat shock protein family D (Hsp60) member 1 pseudogene 15	pseudogene	646273
HGNC:35128	HSPD1P16	heat shock protein family D (Hsp60) member 1 pseudogene 16	pseudogene	100462985
HGNC:35147	HSPD1P17	heat shock protein family D (Hsp60) member 1 pseudogene 17	pseudogene	100462986
HGNC:35136	HSPD1P18	heat shock protein family D (Hsp60) member 1 pseudogene 18	pseudogene	100359397
HGNC:38590	HSPD1P19	heat shock protein family D (Hsp60) member 1 pseudogene 19	pseudogene	100463288
HGNC:38591	HSPD1P20	heat shock protein family D (Hsp60) member 1 pseudogene 20	pseudogene	100462989
HGNC:38592	HSPD1P21	heat shock protein family D (Hsp60) member 1 pseudogene 21	pseudogene	100462990
HGNC:39502	HSPD1P22	heat shock protein family D (Hsp60) member 1 pseudogene 22	pseudogene	100462984
HGNC:5269	HSPE1	heat shock protein family E (Hsp10) member 1	gene with protein product	3336
HGNC:49184	HSPE1-MOB4	HSPE1-MOB4 readthrough	readthrough	100529241
HGNC:16530	HSPE1P1	heat shock protein family E (Hsp10) member 1 pseudogene 1	pseudogene	140895
HGNC:20052	HSPE1P2	heat shock protein family E (Hsp10) member 1 pseudogene 2	pseudogene	326300
HGNC:49322	HSPE1P3	heat shock protein family E (Hsp10) member 1 pseudogene 3	pseudogene	100507046
HGNC:49323	HSPE1P4	heat shock protein family E (Hsp10) member 1 pseudogene 4	pseudogene	100287369
HGNC:49324	HSPE1P5	heat shock protein family E (Hsp10) member 1 pseudogene 5	pseudogene	100506000
HGNC:49325	HSPE1P6	heat shock protein family E (Hsp10) member 1 pseudogene 6	pseudogene	106480254
HGNC:49327	HSPE1P7	heat shock protein family E (Hsp10) member 1 pseudogene 7	pseudogene	100132346
HGNC:49326	HSPE1P8	heat shock protein family E (Hsp10) member 1 pseudogene 8	pseudogene	100292290
HGNC:49328	HSPE1P9	heat shock protein family E (Hsp10) member 1 pseudogene 9	pseudogene	106480255
HGNC:49329	HSPE1P10	heat shock protein family E (Hsp10) member 1 pseudogene 10	pseudogene	100288235
HGNC:49330	HSPE1P11	heat shock protein family E (Hsp10) member 1 pseudogene 11	pseudogene	106481673
HGNC:49331	HSPE1P12	heat shock protein family E (Hsp10) member 1 pseudogene 12	pseudogene	100286954
HGNC:49332	HSPE1P13	heat shock protein family E (Hsp10) member 1 pseudogene 13	pseudogene	106480256
HGNC:49333	HSPE1P14	heat shock protein family E (Hsp10) member 1 pseudogene 14	pseudogene	106481674
HGNC:49335	HSPE1P15	heat shock protein family E (Hsp10) member 1 pseudogene 15	pseudogene	112323207
HGNC:49334	HSPE1P16	heat shock protein family E (Hsp10) member 1 pseudogene 16	pseudogene	171421
HGNC:49336	HSPE1P17	heat shock protein family E (Hsp10) member 1 pseudogene 17	pseudogene	112352682
HGNC:49337	HSPE1P18	heat shock protein family E (Hsp10) member 1 pseudogene 18	pseudogene	106480257
HGNC:49338	HSPE1P19	heat shock protein family E (Hsp10) member 1 pseudogene 19	pseudogene	106481675
HGNC:49339	HSPE1P20	heat shock protein family E (Hsp10) member 1 pseudogene 20	pseudogene	100288726
HGNC:49340	HSPE1P21	heat shock protein family E (Hsp10) member 1 pseudogene 21	pseudogene	106480258
HGNC:49341	HSPE1P22	heat shock protein family E (Hsp10) member 1 pseudogene 22	pseudogene	100289607
HGNC:49342	HSPE1P23	heat shock protein family E (Hsp10) member 1 pseudogene 23	pseudogene	106481676
HGNC:49343	HSPE1P24	heat shock protein family E (Hsp10) member 1 pseudogene 24	pseudogene	106480259
HGNC:49344	HSPE1P25	heat shock protein family E (Hsp10) member 1 pseudogene 25	pseudogene	106480260
HGNC:49345	HSPE1P26	heat shock protein family E (Hsp10) member 1 pseudogene 26	pseudogene	106481677
HGNC:49346	HSPE1P27	heat shock protein family E (Hsp10) member 1 pseudogene 27	pseudogene	106480261
HGNC:49347	HSPE1P28	heat shock protein family E (Hsp10) member 1 pseudogene 28	pseudogene	171420
HGNC:5273	HSPG2	heparan sulfate proteoglycan 2	gene with protein product	3339
HGNC:16969	HSPH1	heat shock protein family H (Hsp110) member 1	gene with protein product	10808
HGNC:16637	HTATIP2	HIV-1 Tat interactive protein 2	gene with protein product	10553
HGNC:5276	HTATSF1	HIV-1 Tat specific factor 1	gene with protein product	27336
HGNC:13959	HTATSF1P1	HIV-1 Tat specific factor 1 pseudogene 1	pseudogene	387039
HGNC:38586	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2	pseudogene	401233
HGNC:53111	HTD2	hydroxyacyl-thioester dehydratase type 2	gene with protein product	109703458
HGNC:5283	HTN1	histatin 1	gene with protein product	3346
HGNC:5284	HTN3	histatin 3	gene with protein product	3347
HGNC:5285	HTOR	5-hydroxytryptamine (serotonin) oxygenase regulator	unknown	3349
HGNC:5286	HTR1A	5-hydroxytryptamine receptor 1A	gene with protein product	3350
HGNC:5287	HTR1B	5-hydroxytryptamine receptor 1B	gene with protein product	3351
HGNC:5289	HTR1D	5-hydroxytryptamine receptor 1D	gene with protein product	3352
HGNC:5290	HTR1DP1	5-hydroxytryptamine receptor 1D pseudogene 1	pseudogene	100421479
HGNC:5291	HTR1E	5-hydroxytryptamine receptor 1E	gene with protein product	3354
HGNC:5292	HTR1F	5-hydroxytryptamine receptor 1F	gene with protein product	3355
HGNC:5293	HTR2A	5-hydroxytryptamine receptor 2A	gene with protein product	3356
HGNC:40289	HTR2A-AS1	HTR2A antisense RNA 1	RNA, long non-coding	100874082
HGNC:5294	HTR2B	5-hydroxytryptamine receptor 2B	gene with protein product	3357
HGNC:5295	HTR2C	5-hydroxytryptamine receptor 2C	gene with protein product	3358
HGNC:5297	HTR3A	5-hydroxytryptamine receptor 3A	gene with protein product	3359
HGNC:5298	HTR3B	5-hydroxytryptamine receptor 3B	gene with protein product	9177
HGNC:24003	HTR3C	5-hydroxytryptamine receptor 3C	gene with protein product	170572
HGNC:53986	HTR3C2P	5-hydroxytryptamine receptor 3C2, pseudogene	pseudogene	389180
HGNC:24004	HTR3D	5-hydroxytryptamine receptor 3D	gene with protein product	200909
HGNC:24005	HTR3E	5-hydroxytryptamine receptor 3E	gene with protein product	285242
HGNC:41032	HTR3E-AS1	HTR3E antisense RNA 1	RNA, long non-coding	106478970
HGNC:5299	HTR4	5-hydroxytryptamine receptor 4	gene with protein product	3360
HGNC:5300	HTR5A	5-hydroxytryptamine receptor 5A	gene with protein product	3361
HGNC:48956	HTR5A-AS1	HTR5A antisense RNA 1	RNA, long non-coding	100128264
HGNC:16291	HTR5BP	5-hydroxytryptamine receptor 5B, pseudogene	pseudogene	645694
HGNC:5301	HTR6	5-hydroxytryptamine receptor 6	gene with protein product	3362
HGNC:5302	HTR7	5-hydroxytryptamine receptor 7	gene with protein product	3363
HGNC:30411	HTR7P1	5-hydroxytryptamine receptor 7 pseudogene 1	pseudogene	93164
